'order_no','comment','ctry_code','currency','date','dealerpo','order_type','region','truck_class','apac_serial_model','bill_to_billto_code'
H23375,'',TH,USD,2023-04-25,POI2300336,R,A,3,MPC15,814065
H23376,'',TH,USD,2023-04-25,POI2300337,R,A,3,MPC15,814065
H23377,'',TH,USD,2023-04-25,POI2300338,R,A,3,MPC15,814065
H23378,'',TH,USD,2023-04-25,POI2300339,R,A,3,MPC15,814065
H23379,'',TH,USD,2023-04-25,POI2300340,R,A,3,MPC15,814065
H23380,'',TH,USD,2023-04-25,POI2300341,R,A,3,MPC15,814065
H23381,'',TH,USD,2023-04-25,POI2300342,R,A,3,MPC15,814065
H23382,'',TH,USD,2023-04-25,POI2300343,R,A,3,MPC15,814065
H23383,'',TH,USD,2023-04-25,POI2300344,R,A,3,MPC15,814065
H23384,'',TH,USD,2023-04-25,POI2300345,R,A,3,MPC15,814065
H23385,'',TH,USD,2023-04-25,POI2300346,R,A,3,MPC15,814065
H23386,'',TH,USD,2023-04-25,POI2300347,R,A,3,MPC15,814065
H23387,'',TH,USD,2023-04-25,POI2300348,R,A,3,MPC15,814065
H23365,'',TH,USD,2023-04-25,POI2300349,R,A,3,MPC15,814065
H23388,'',TH,USD,2023-04-25,POI2300350,R,A,3,MPC15,814065
H23389,'',TH,USD,2023-04-25,POI2300351,R,A,3,MPC15,814065
H23390,'',TH,USD,2023-04-25,POI2300352,R,A,3,MPC15,814065
H23839,'',PH,USD,2023-04-25,TRK-2100-23A,R,A,2,NDR035EC,808065
H23840,'',PH,USD,2023-04-25,TRK-2100-23 B,R,A,2,NDR035EC,808065
H23846,'',TW,USD,2023-04-26,YA-23Y075,R,A,2,FBR25SZ,810265
H24158,'',KR,USD,2023-04-27,'23023HKT0427',R,A,2,,81645
H24279,'',IN,USD,2023-04-27,'23-24/I0024',R,A,3,MS15XUX,
H24280,'',IN,USD,2023-04-27,'23-24/I0024-06',R,A,3,MS15XUX,
H24281,'',IN,USD,2023-04-27,'23-24/I0024-02',R,A,3,MS15XUX,
H24282,'',IN,USD,2023-04-27,'23-24/I0024-03',R,A,3,MS15XUX,
H24283,'',IN,USD,2023-04-27,'23-24/I0024-04',R,A,3,MS15XUX,
H24284,'',IN,USD,2023-04-27,'23-24/I0024-05',R,A,3,MS15XUX,
H24285,'',IN,USD,2023-04-27,'23-24/I0024-07',R,A,3,MS15XUX,
H24286,'',IN,USD,2023-04-27,'23-24/I0024-08',R,A,3,MS15XUX,
H24287,'',IN,USD,2023-04-27,'23-24/I0024-09',R,A,3,MS15XUX,
H24288,'',IN,USD,2023-04-27,'23-24/I0025',R,A,1,ERP35UX,
H24289,'',IN,USD,2023-04-27,'23-24/I0025-02',R,A,1,ERP35UX,
H24290,'',IN,USD,2023-04-27,'23-24/I0025-03',R,A,1,ERP35UX,
H24291,'',IN,USD,2023-04-27,'23-24/I0025-04',R,A,1,ERP35UX,
H24299,'',IN,USD,2023-04-27,'23-24/I0026',R,A,5,GP30UX,
H24300,'',IN,USD,2023-04-27,'23-24/I0026-02',R,A,5,GP30UX,
H24301,'',IN,USD,2023-04-27,'23-24/I0026-03',R,A,5,GP30UX,
H24302,'',IN,USD,2023-04-27,'23-24/I0026-04',R,A,5,GP30UX,
H24303,'',IN,USD,2023-04-27,'23-24/I0026-05',R,A,5,GP30UX,
H25207,'',KR,USD,2023-04-27,'23007YKT0428',R,A,2,MTC15,816405
H25208,'',KR,USD,2023-04-27,'23008YKT0428',R,A,2,MTC15,816405
H25209,'',KR,USD,2023-04-27,'23010YKT0428',R,A,2,MTC15,816405
H25210,'',KR,USD,2023-04-27,'23009YKT0428',R,A,2,MTC15,816405
H25260,'',TH,USD,2023-04-27,ID2023/1654,R,A,1,J2.5GX,1255
H25261,'',TH,USD,2023-04-27,ID2023/1655,R,A,1,J2.5GX,1255
H25262,'',TH,USD,2023-04-27,ID2023/1656,R,A,1,J2.5GX,1255
H25263,'',TH,USD,2023-04-27,ID2023/1657,R,A,1,J2.5GX,1255
H25264,'',TH,USD,2023-04-27,ID2023/1658,R,A,1,J2.5GX,1255
H25265,'',TH,USD,2023-04-27,ID2023/1659,R,A,1,J2.5GX,1255
H25420,'',SG,USD,2023-04-28,JIL-439,R,A,1,J2.5UT,
H19904,'',AU,AUD,2023-04-04,'946487/001',R,P,5,H5.0FT,87605
H19906,'',AU,AUD,2023-04-05,'102264',R,P,5,GP50UX,53665
H20460,'',AU,AUD,2023-04-10,'947047/001',R,P,1,ERP25VL,87625
H20461,'',AU,AUD,2023-04-10,'947047/002',R,P,1,ERP25VL,87625
H20462,'',AU,AUD,2023-04-10,'947047/003',R,P,1,ERP25VL,87625
H20463,'',AU,AUD,2023-04-10,'947056/001',R,P,1,,87625
H20464,'',AU,AUD,2023-04-10,'947056/002',R,P,1,,87625
H20465,'',AU,AUD,2023-04-10,'947056/003',R,P,1,,87625
H21592,'',AU,AUD,2023-04-16,'947688/001',R,P,2,R30XMS3,87605
H21619,'',AU,AUD,2023-04-16,'947824/001',R,P,5,,87575
H22583,'',AU,AUD,2023-04-20,'948016/001',R,P,5,H48XD12,87605
H22584,'',AU,AUD,2023-04-20,'948016/002',R,P,5,H48XD12,87605
H23216,'',AU,AUD,2023-04-24,'949128/001',R,P,3,PC1.5,87585
H23218,'',AU,AUD,2023-04-24,'949128/002',R,P,3,PC1.5,87585
H23219,'',AU,AUD,2023-04-24,'949128/003',R,P,3,PC1.5,87585
H23220,'',AU,AUD,2023-04-24,'949128/004',R,P,3,PC1.5,87585
H23221,'',AU,AUD,2023-04-24,'949128/005',R,P,3,PC1.5,87585
H23222,'',AU,AUD,2023-04-24,'949128/006',R,P,3,PC1.5,87585
H23223,'',AU,AUD,2023-04-24,'949128/007',R,P,3,PC1.5,87585
H23224,'',AU,AUD,2023-04-24,'949128/008',R,P,3,PC1.5,87585
H23225,'',AU,AUD,2023-04-24,'949128/009',R,P,3,PC1.5,87585
H23226,'',AU,AUD,2023-04-24,'949128/010',R,P,3,PC1.5,87585
H23227,'',AU,AUD,2023-04-24,'949128/011',R,P,3,PC1.5,87585
H23228,'',AU,AUD,2023-04-24,'949128/012',R,P,3,PC1.5,87585
H23229,'',AU,AUD,2023-04-24,'949128/013',R,P,3,PC1.5,87585
H23230,'',AU,AUD,2023-04-24,'949128/014',R,P,3,PC1.5,87585
H23231,'',AU,AUD,2023-04-24,'949128/015',R,P,3,PC1.5,87585
H23232,'',AU,AUD,2023-04-24,'949128/016',R,P,3,PC1.5,87585
H23233,'',AU,AUD,2023-04-24,'949128/017',R,P,3,PC1.5,87585
H23234,'',AU,AUD,2023-04-24,'949128/018',R,P,3,PC1.5,87585
H23235,'',AU,AUD,2023-04-24,'949128/019',R,P,3,PC1.5,87585
H23236,'',AU,AUD,2023-04-24,'949128/020',R,P,3,PC1.5,87585
H23237,'',AU,AUD,2023-04-24,'949128/021',R,P,3,PC1.5,87585
H23238,'',AU,AUD,2023-04-24,'949128/022',R,P,3,PC1.5,87585
H23239,'',AU,AUD,2023-04-24,'949128/023',R,P,3,PC1.5,87585
H23240,'',AU,AUD,2023-04-24,'949128/024',R,P,3,PC1.5,87585
H23241,'',AU,AUD,2023-04-24,'949128/025',R,P,3,PC1.5,87585
H23242,'',AU,AUD,2023-04-24,'949128/026',R,P,3,PC1.5,87585
H23243,'',AU,AUD,2023-04-24,'949128/027',R,P,3,PC1.5,87585
H23217,'',AU,AUD,2023-04-24,'949128/028',R,P,5,H2.5UT,87585
H23244,'',AU,AUD,2023-04-24,'949128/029',R,P,5,H2.5UT,87585
H23245,'',AU,AUD,2023-04-24,'949128/030',R,P,5,H2.5UT,87585
H23246,'',AU,AUD,2023-04-24,'949128/031',R,P,5,H2.5UT,87585
H23249,'',AU,AUD,2023-04-24,'949128/032',R,P,5,H2.5UT,87585
H23250,'',AU,AUD,2023-04-24,'949128/033',R,P,5,H2.5UT,87585
H23251,'',AU,AUD,2023-04-24,'949128/034',R,P,5,H2.5UT,87585
H23252,'',AU,AUD,2023-04-24,'949128/035',R,P,5,H2.5UT,87585
H23253,'',AU,AUD,2023-04-24,'949128/036',R,P,5,H2.5UT,87585
H23254,'',AU,AUD,2023-04-24,'949128/037',R,P,5,H2.5UT,87585
H23247,'',AU,AUD,2023-04-24,'949128/038',R,P,5,H3.5UT,87585
H23255,'',AU,AUD,2023-04-24,'949128/039',R,P,5,H3.5UT,87585
H23256,'',AU,AUD,2023-04-24,'949128/040',R,P,5,H3.5UT,87585
H23248,'',AU,AUD,2023-04-24,'949128/041',R,P,5,,87585
H23272,'',AU,AUD,2023-04-24,'949129/001',R,P,3,PC1.5,87575
H23274,'',AU,AUD,2023-04-24,'949129/002',R,P,3,PC1.5,87575
H23275,'',AU,AUD,2023-04-24,'949129/003',R,P,3,PC1.5,87575
H23276,'',AU,AUD,2023-04-24,'949129/004',R,P,3,PC1.5,87575
H23277,'',AU,AUD,2023-04-24,'949129/005',R,P,3,PC1.5,87575
H23278,'',AU,AUD,2023-04-24,'949129/006',R,P,3,PC1.5,87575
H23279,'',AU,AUD,2023-04-24,'949129/007',R,P,3,PC1.5,87575
H23280,'',AU,AUD,2023-04-24,'949129/008',R,P,3,PC1.5,87575
H23281,'',AU,AUD,2023-04-24,'949129/009',R,P,3,PC1.5,87575
H23282,'',AU,AUD,2023-04-24,'949129/010',R,P,3,PC1.5,87575
H23283,'',AU,AUD,2023-04-24,'949129/011',R,P,3,PC1.5,87575
H23284,'',AU,AUD,2023-04-24,'949129/012',R,P,3,PC1.5,87575
H23285,'',AU,AUD,2023-04-24,'949129/013',R,P,3,PC1.5,87575
H23286,'',AU,AUD,2023-04-24,'949129/014',R,P,3,PC1.5,87575
H23287,'',AU,AUD,2023-04-24,'949129/015',R,P,3,PC1.5,87575
H23288,'',AU,AUD,2023-04-24,'949129/016',R,P,3,PC1.5,87575
H23289,'',AU,AUD,2023-04-24,'949129/017',R,P,3,PC1.5,87575
H23290,'',AU,AUD,2023-04-24,'949129/018',R,P,3,PC1.5,87575
H23291,'',AU,AUD,2023-04-24,'949129/019',R,P,3,PC1.5,87575
H23292,'',AU,AUD,2023-04-24,'949129/020',R,P,3,PC1.5,87575
H23293,'',AU,AUD,2023-04-24,'949129/021',R,P,3,PC1.5,87575
H23294,'',AU,AUD,2023-04-24,'949129/022',R,P,3,PC1.5,87575
H23295,'',AU,AUD,2023-04-24,'949129/023',R,P,3,PC1.5,87575
H23296,'',AU,AUD,2023-04-24,'949129/024',R,P,3,PC1.5,87575
H23297,'',AU,AUD,2023-04-24,'949129/025',R,P,3,PC1.5,87575
H23298,'',AU,AUD,2023-04-24,'949129/026',R,P,3,PC1.5,87575
H23299,'',AU,AUD,2023-04-24,'949129/027',R,P,3,PC1.5,87575
H23273,'',AU,AUD,2023-04-24,'949129/028',R,P,5,H2.5UT,87575
H23300,'',AU,AUD,2023-04-24,'949129/029',R,P,5,H2.5UT,87575
H23301,'',AU,AUD,2023-04-24,'949129/030',R,P,5,H2.5UT,87575
H23257,'',AU,AUD,2023-04-24,'949129/031',R,P,5,H2.5UT,87575
H23263,'',AU,AUD,2023-04-24,'949129/032',R,P,5,H2.5UT,87575
H23265,'',AU,AUD,2023-04-24,'949129/033',R,P,5,H2.5UT,87575
H23266,'',AU,AUD,2023-04-24,'949129/034',R,P,5,H2.5UT,87575
H23268,'',AU,AUD,2023-04-24,'949129/035',R,P,5,H2.5UT,87575
H23259,'',AU,AUD,2023-04-24,'949129/036',R,P,5,H3.5UT,87575
H23270,'',AU,AUD,2023-04-24,'949129/037',R,P,5,H3.5UT,87575
H23271,'',AU,AUD,2023-04-24,'949129/038',R,P,5,H3.5UT,87575
H23261,'',AU,AUD,2023-04-24,'949129/039',R,P,5,,87575
H23179,'',AU,AUD,2023-04-24,'949131/001',R,P,3,PC1.5,87565
H23181,'',AU,AUD,2023-04-24,'949131/002',R,P,3,PC1.5,87565
H23182,'',AU,AUD,2023-04-24,'949131/003',R,P,3,PC1.5,87565
H23183,'',AU,AUD,2023-04-24,'949131/004',R,P,3,PC1.5,87565
H23184,'',AU,AUD,2023-04-24,'949131/005',R,P,3,PC1.5,87565
H23185,'',AU,AUD,2023-04-24,'949131/006',R,P,3,PC1.5,87565
H23186,'',AU,AUD,2023-04-24,'949131/007',R,P,3,PC1.5,87565
H23187,'',AU,AUD,2023-04-24,'949131/008',R,P,3,PC1.5,87565
H23188,'',AU,AUD,2023-04-24,'949131/009',R,P,3,PC1.5,87565
H23189,'',AU,AUD,2023-04-24,'949131/010',R,P,3,PC1.5,87565
H23190,'',AU,AUD,2023-04-24,'949131/011',R,P,3,PC1.5,87565
H23191,'',AU,AUD,2023-04-24,'949131/012',R,P,3,PC1.5,87565
H23192,'',AU,AUD,2023-04-24,'949131/013',R,P,3,PC1.5,87565
H23193,'',AU,AUD,2023-04-24,'949131/014',R,P,3,PC1.5,87565
H23194,'',AU,AUD,2023-04-24,'949131/015',R,P,3,PC1.5,87565
H23195,'',AU,AUD,2023-04-24,'949131/016',R,P,3,PC1.5,87565
H23196,'',AU,AUD,2023-04-24,'949131/017',R,P,3,PC1.5,87565
H23197,'',AU,AUD,2023-04-24,'949131/018',R,P,3,PC1.5,87565
H23198,'',AU,AUD,2023-04-24,'949131/019',R,P,3,PC1.5,87565
H23199,'',AU,AUD,2023-04-24,'949131/020',R,P,3,PC1.5,87565
H23200,'',AU,AUD,2023-04-24,'949131/021',R,P,3,PC1.5,87565
H23201,'',AU,AUD,2023-04-24,'949131/022',R,P,3,PC1.5,87565
H23202,'',AU,AUD,2023-04-24,'949131/023',R,P,3,PC1.5,87565
H23204,'',AU,AUD,2023-04-24,'949131/024',R,P,3,PC1.5,87565
H23206,'',AU,AUD,2023-04-24,'949131/025',R,P,3,PC1.5,87565
H23208,'',AU,AUD,2023-04-24,'949131/026',R,P,3,PC1.5,87565
H23210,'',AU,AUD,2023-04-24,'949131/027',R,P,3,PC1.5,87565
H23180,'',AU,AUD,2023-04-24,'949131/028',R,P,5,H2.5UT,87565
H23212,'',AU,AUD,2023-04-24,'949131/029',R,P,5,H2.5UT,87565
H23214,'',AU,AUD,2023-04-24,'949131/030',R,P,5,H2.5UT,87565
H23203,'',AU,AUD,2023-04-24,'949131/031',R,P,5,H2.5UT,87565
H23209,'',AU,AUD,2023-04-24,'949131/032',R,P,5,H2.5UT,87565
H23211,'',AU,AUD,2023-04-24,'949131/033',R,P,5,H2.5UT,87565
H23205,'',AU,AUD,2023-04-24,'949131/034',R,P,5,H3.5UT,87565
H23213,'',AU,AUD,2023-04-24,'949131/035',R,P,5,H3.5UT,87565
H23215,'',AU,AUD,2023-04-24,'949131/036',R,P,5,H3.5UT,87565
H23207,'',AU,AUD,2023-04-24,'949131/037',R,P,5,,87565
H23302,'',AU,AUD,2023-04-25,'949132/001',R,P,3,PC1.5,87605
H23313,'',AU,AUD,2023-04-25,'949132/0010',R,P,3,PC1.5,87605
H23305,'',AU,AUD,2023-04-25,'949132/002',R,P,3,PC1.5,87605
H23306,'',AU,AUD,2023-04-25,'949132/003',R,P,3,PC1.5,87605
H23307,'',AU,AUD,2023-04-25,'949132/004',R,P,3,PC1.5,87605
H23308,'',AU,AUD,2023-04-25,'949132/005',R,P,3,PC1.5,87605
H23309,'',AU,AUD,2023-04-25,'949132/006',R,P,3,PC1.5,87605
H23310,'',AU,AUD,2023-04-25,'949132/007',R,P,3,PC1.5,87605
H23311,'',AU,AUD,2023-04-25,'949132/008',R,P,3,PC1.5,87605
H23312,'',AU,AUD,2023-04-25,'949132/009',R,P,3,PC1.5,87605
H23314,'',AU,AUD,2023-04-25,'949132/011',R,P,3,PC1.5,87605
H23315,'',AU,AUD,2023-04-25,'949132/012',R,P,3,PC1.5,87605
H23316,'',AU,AUD,2023-04-25,'949132/013',R,P,3,PC1.5,87605
H23317,'',AU,AUD,2023-04-25,'949132/014',R,P,3,PC1.5,87605
H23318,'',AU,AUD,2023-04-25,'949132/015',R,P,3,PC1.5,87605
H23319,'',AU,AUD,2023-04-25,'949132/016',R,P,3,PC1.5,87605
H23320,'',AU,AUD,2023-04-25,'949132/017',R,P,3,PC1.5,87605
H23321,'',AU,AUD,2023-04-25,'949132/018',R,P,3,PC1.5,87605
H23322,'',AU,AUD,2023-04-25,'949132/019',R,P,3,PC1.5,87605
H23323,'',AU,AUD,2023-04-25,'949132/020',R,P,3,PC1.5,87605
H23303,'',AU,AUD,2023-04-25,'949132/021',R,P,5,H2.5UT,87605
H23324,'',AU,AUD,2023-04-25,'949132/022',R,P,5,H2.5UT,87605
H23325,'',AU,AUD,2023-04-25,'949132/023',R,P,5,H2.5UT,87605
H23326,'',AU,AUD,2023-04-25,'949132/024',R,P,5,H2.5UT,87605
H23327,'',AU,AUD,2023-04-25,'949132/025',R,P,5,H2.5UT,87605
H23328,'',AU,AUD,2023-04-25,'949132/026',R,P,5,H2.5UT,87605
H23329,'',AU,AUD,2023-04-25,'949132/027',R,P,5,H2.5UT,87605
H23330,'',AU,AUD,2023-04-25,'949132/028',R,P,5,H2.5UT,87605
H23304,'',AU,AUD,2023-04-25,'949132/029',R,P,5,H3.5UT,87605
H23331,'',AU,AUD,2023-04-25,'949132/030',R,P,5,H3.5UT,87605
H23837,'',AU,AUD,2023-04-25,'949231/001',R,P,5,,87605
H23838,'',AU,AUD,2023-04-25,'949231/002',R,P,5,,87605
H23841,'',AU,AUD,2023-04-25,'949275/001',R,P,5,,87625
H23842,'',AU,AUD,2023-04-25,'949275/002',R,P,5,,87625
H23843,'',AU,AUD,2023-04-25,'949275/003',R,P,5,,87625
H23844,'',AU,AUD,2023-04-25,'949275/004',R,P,5,,87625
H24140,'',AU,AUD,2023-04-26,'949457/001',R,P,5,H16XD12,87585
H24141,'',AU,AUD,2023-04-26,'949457/002',R,P,5,RS 45-31 CH,87585
H24142,'',PG,USD,2023-04-26,'0255',R,P,3,PC1.5,82075
H24143,'',PG,USD,2023-04-26,'0255A',R,P,3,PC1.5,82075
H24144,'',PG,USD,2023-04-26,'0255B',R,P,3,PC1.5,82075
H24145,'',PG,USD,2023-04-26,'0255C',R,P,3,PC1.5,82075
H24146,'',PG,USD,2023-04-26,'0255D',R,P,3,PC1.5,82075
H24147,'',PG,USD,2023-04-26,'0255E',R,P,3,PC1.5,82075
H24148,'',PG,USD,2023-04-26,'0255F',R,P,3,PC1.5,82075
H24149,'',PG,USD,2023-04-26,'0255G',R,P,3,PC1.5,82075
H24150,'',PG,USD,2023-04-26,'0255H',R,P,3,PC1.5,82075
H24151,'',PG,USD,2023-04-26,'0255I',R,P,3,PC1.5,82075
H24152,'',AU,AUD,2023-04-27,'949132/031',R,P,5,H3.5UT,87605
H24153,'',AU,AUD,2023-04-27,'949132/032',R,P,5,,87605
H25143,'',NZ,USD,2023-04-27,'8851',R,P,5,,80065
H25266,'',AU,AUD,2023-04-27,'949675/001',R,P,5,,87805
H25267,'',AU,AUD,2023-04-27,'949675/002',R,P,5,,87805
H25268,'',AU,AUD,2023-04-27,'949675/003',R,P,5,,87805
H25269,'',AU,AUD,2023-04-27,'949675/004',R,P,5,,87805
H25270,'',AU,AUD,2023-04-27,'949684/001',R,P,5,H10XD6,87605
H25271,'',AU,AUD,2023-04-27,'949684/002',R,P,5,H10XD6,87605
H25272,'',AU,AUD,2023-04-27,'949684/003',R,P,5,H10XD6,87605
H25273,'',NZ,USD,2023-04-27,A1072,R,P,2,NDR035EC,862065
H25274,'',NZ,USD,2023-04-27,A1072,R,P,3,MO25,862065
H25275,'',NZ,USD,2023-04-27,A1072,R,P,1,ERP18UXT,862065
H25276,'',NZ,USD,2023-04-27,A1072,R,P,1,ERP25UX,862065
H25277,'',NZ,USD,2023-04-27,A1072,R,P,1,ERP30UX,862065
H25278,'',NZ,USD,2023-04-27,A1073,R,P,2,NDR035EC,862065
H25279,'',NZ,USD,2023-04-27,A1074,R,P,2,NDR035EC,862065
H25280,'',NZ,USD,2023-04-27,A1075,R,P,2,NDR035EC,862065
H25281,'',NZ,USD,2023-04-27,A1076,R,P,2,NDR035EC,862065
H25282,'',NZ,USD,2023-04-27,A1077,R,P,2,NDR035EC,862065
H25283,'',NZ,USD,2023-04-27,A1078,R,P,2,NDR035EC,862065
H25284,'',NZ,USD,2023-04-27,A1080,R,P,3,MO25,862065
H25285,'',NZ,USD,2023-04-27,A1081,R,P,3,MO25,862065
H25286,'',NZ,USD,2023-04-27,A1083,R,P,1,ERP18UXT,862065
H25287,'',NZ,USD,2023-04-27,A1085,R,P,1,ERP25UX,862065
H25288,'',NZ,USD,2023-04-27,A1087,R,P,1,ERP30UX,862065
H25289,'',NZ,USD,2023-04-27,A1088,R,P,1,ERP30UX,862065
H25290,'',NZ,USD,2023-04-27,A1089,R,P,1,ERP30UX,862065
H25495,'',NZ,USD,2023-04-28,A1090,R,P,3,MO12C (SPED),862065
H25496,'',NZ,USD,2023-04-28,A1091,R,P,3,MO12C (SPED),862065
H25497,'',NZ,USD,2023-04-28,A1092,R,P,3,MO12C (SPED),862065
H25498,'',NZ,USD,2023-04-28,A1093,R,P,3,MO12C (SPED),862065
H26563,'',AU,AUD,2023-04-30,'949753/002',R,P,2,MR16 961,87505
H26564,'',AU,AUD,2023-04-30,'949753/002',R,P,2,MR16 961,87505
H26565,'',AU,AUD,2023-04-30,'949753/003',R,P,2,MR16 961,87505
H26566,'',AU,AUD,2023-04-30,'949753/004',R,P,2,MR16 961,87505
H26567,'',AU,AUD,2023-04-30,'949753/005',R,P,2,MR16 961,87505
H26568,'',AU,AUD,2023-04-30,'949753/006',R,P,2,MR16 961,87505
H26569,'',AU,AUD,2023-04-30,'949753/007',R,P,2,MR16 961,87505
H26570,'',AU,AUD,2023-04-30,'949753/008',R,P,2,MR16 961,87505
H26571,'',AU,AUD,2023-04-30,'949753/009',R,P,2,MR16 961,87505
H26572,'',AU,AUD,2023-04-30,'949753/010',R,P,2,MR16 961,87505
H26573,'',AU,AUD,2023-04-30,'949753/011',R,P,2,MR16 961,87505
H26574,'',AU,AUD,2023-04-30,'949753/012',R,P,2,MR16 961,87505
H26575,'',AU,AUD,2023-04-30,'949753/013',R,P,2,MR16 961,87505
H26576,'',AU,AUD,2023-04-30,'949753/014',R,P,2,MR16 961,87505
H26577,'',AU,AUD,2023-04-30,'949753/015',R,P,2,MR16 961,87505
H26593,'',AU,AUD,2023-04-30,'926110/001',R,P,5,H4.5FT6,87585
H26594,'',AU,AUD,2023-04-30,'926110/002',R,P,5,H4.5FT6,87585
F71695,'',VN,USD,2022-11-01,Y-U-03922-3,R,A,3,MP20XUX,17005
F71696,'',VN,USD,2022-11-01,Y-U-03922-4,R,A,3,MP20XUX,17005
F71697,'',VN,USD,2022-11-01,Y-U-03922-5,R,A,3,MP20XUX,17005
F71698,'',VN,USD,2022-11-01,Y-U-03922-6,R,A,3,MP20XUX,17005
F71699,'',VN,USD,2022-11-01,Y-U-03922-7,R,A,3,MP20XUX,17005
F71700,'',VN,USD,2022-11-01,Y-U-03922-8,R,A,3,MP20XUX,17005
F71701,'',VN,USD,2022-11-01,Y-U-03922-9,R,A,3,MP20XUX,17005
F72026,'',TH,USD,2022-11-04,POI2200826,R,A,3,MPC15,814065
F72028,'',TH,USD,2022-11-04,POI2200827,R,A,3,MPC15,814065
F72029,'',TH,USD,2022-11-04,POI2200828,R,A,3,MPC15,814065
F72030,'',TH,USD,2022-11-04,POI2200829,R,A,3,MPC15,814065
F72031,'',TH,USD,2022-11-04,POI2200830,R,A,3,MPC15,814065
F72032,'',TH,USD,2022-11-04,POI2200831,R,A,3,MPC15,814065
F72033,'',TH,USD,2022-11-04,POI2200832,R,A,3,MPC15,814065
F72034,'',TH,USD,2022-11-04,POI2200833,R,A,3,MPC15,814065
F72035,'',TH,USD,2022-11-04,POI2200834,R,A,3,MPC15,814065
F72036,'',TH,USD,2022-11-04,POI2200835,R,A,3,MPC15,814065
F72027,'',TH,USD,2022-11-04,POI2200836,R,A,3,MPC15,814065
F72037,'',TH,USD,2022-11-04,POI2200837,R,A,3,MPC15,814065
F72038,'',TH,USD,2022-11-04,POI2200838,R,A,2,MR16 961,814065
F72698,'',TW,USD,2022-11-07,YA-22Y157,R,A,1,ERP45VM,810265
F72699,'',TW,USD,2022-11-07,YA-22Y158,R,A,1,ERP50VM,810265
F72697,'',SG,USD,2022-11-07,Y-U-04022,R,A,2,NDR035EC,
F72729,'',TH,USD,2022-11-08,ID2022/1560,R,A,2,,1255
F73097,'',SG,USD,2022-11-09,JIL-435,R,A,1,J3.5UT,
F74368,'',TH,USD,2022-11-13,ID2022/1561,R,A,2,,1255
F75114,'',KR,USD,2022-11-15,'22197HKT1116',R,A,1,J2.5GX,81645
F75116,'',KR,USD,2022-11-15,'22198HKT1116',R,A,1,J2.5GX,81645
F75117,'',KR,USD,2022-11-15,'22199HKT1116',R,A,1,J2.5GX,81645
F75115,'',KR,USD,2022-11-15,'22200HKT1116',R,A,2,,81645
F75118,'',KR,USD,2022-11-15,'22201HKT1116',R,A,2,,81645
F75119,'',KR,USD,2022-11-15,'22202HKT1116',R,A,1,J1.5UT,81645
F75120,'',KR,USD,2022-11-15,'22203HKT1116',R,A,1,J2.5UT,81645
F74686,'',TH,USD,2022-11-15,ID2022/1562,R,A,1,J2.5UT,1255
F74687,'',TH,USD,2022-11-15,ID2022/1563,R,A,1,J2.5UT,1255
F74688,'',TH,USD,2022-11-15,ID2022/1564,R,A,1,J2.5UT,1255
F74689,'',TH,USD,2022-11-15,ID2022/1565,R,A,1,J2.5UT,1255
F74690,'',TH,USD,2022-11-15,ID2022/1566,R,A,1,J2.5UT,1255
F74691,'',TH,USD,2022-11-15,ID2022/1567,R,A,1,J2.5UT,1255
F74692,'',TH,USD,2022-11-15,ID2022/1568,R,A,1,J2.5UT,1255
F74693,'',TH,USD,2022-11-15,ID2022/1569,R,A,1,J2.5UT,1255
F74694,'',TH,USD,2022-11-15,ID2022/1570,R,A,1,J2.5UT,1255
F74695,'',TH,USD,2022-11-15,ID2022/1571,R,A,1,J2.5UT,1255
F74696,'',TH,USD,2022-11-15,ID2022/1572,R,A,1,J2.5UT,1255
F74697,'',TH,USD,2022-11-15,ID2022/1573,R,A,1,J2.5UT,1255
F74698,'',TH,USD,2022-11-15,ID2022/1574,R,A,1,J2.5UT,1255
F74699,'',TH,USD,2022-11-15,ID2022/1575,R,A,1,J2.5UT,1255
F74700,'',TH,USD,2022-11-15,ID2022/1576,R,A,5,H3.0UT,1255
F74701,'',TH,USD,2022-11-15,ID2022/1577,R,A,5,H3.0UT,1255
F74702,'',TH,USD,2022-11-15,ID2022/1578,R,A,5,H3.0UT,1255
F74703,'',TH,USD,2022-11-15,ID2022/1579,R,A,5,H3.0UT,1255
F74704,'',TH,USD,2022-11-15,ID2022/1580,R,A,5,H3.0UT,1255
F74705,'',TH,USD,2022-11-15,ID2022/1581,R,A,5,H3.0UT,1255
F74706,'',TH,USD,2022-11-15,ID2022/1582,R,A,5,H3.0UT,1255
F74707,'',TH,USD,2022-11-15,ID2022/1583,R,A,5,H3.0UT,1255
F74708,'',TH,USD,2022-11-15,ID2022/1584,R,A,5,H3.0UT,1255
F74709,'',TH,USD,2022-11-15,ID2022/1585,R,A,5,H3.0UT,1255
F74710,'',TH,USD,2022-11-15,ID2022/1586,R,A,5,H3.0UT,1255
F74711,'',TH,USD,2022-11-15,ID2022/1587,R,A,5,H3.0UT,1255
F74712,'',TH,USD,2022-11-15,ID2022/1588,R,A,5,H3.0UT,1255
F74713,'',TH,USD,2022-11-15,ID2022/1589,R,A,5,H3.0UT,1255
F74714,'',TH,USD,2022-11-15,ID2022/1590,R,A,5,H3.0UT,1255
F74715,'',TH,USD,2022-11-15,ID2022/1591,R,A,5,H3.0UT,1255
