'order_no','comment','ctry_code','currency','date','dealerpo','order_type','region','truck_class','apac_serial_model','bill_to_billto_code'
F48403,'',MY,USD,2022-08-04,'3030031545-6',R,A,3,T3.0UT,11005
F48404,'',MY,USD,2022-08-04,'3030031545-7',R,A,3,T3.0UT,11005
F49427,'',TH,USD,2022-08-06,TH2022/8299,R,A,5,H4.0UT,6065
F49428,'',TH,USD,2022-08-06,TH2022/8300,R,A,5,,6065
F49429,'',TH,USD,2022-08-06,TH2022/8301,R,A,5,,6065
F49767,'',TH,USD,2022-08-09,TH2022/8303,R,A,1,J3.0UT,6065
F50589,'',TH,USD,2022-08-12,TH2022/8304,R,A,5,,6065
F50590,'',TH,USD,2022-08-12,TH2022/8305,R,A,5,,6065
F50591,'',TH,USD,2022-08-12,TH2022/8306,R,A,5,,6065
F50592,'',TH,USD,2022-08-12,TH2022/8307,R,A,5,,6065
F50775,'',TH,USD,2022-08-14,ID2022/1522,R,A,3,S1.5UT,1255
F51000,'',KR,USD,2022-08-15,'22194HKT0816',R,A,1,J2.5GX,81645
F51001,'',KR,USD,2022-08-15,'22195HKT0816',R,A,2,,81645
F50776,'',PH,USD,2022-08-15,TRK-2090-22,R,A,2,FBR18WZ,808065
F51002,'',TW,USD,2022-08-16,YA-22Y102,R,A,1,ERP50VM,810265
F51686,'',TH,USD,2022-08-19,TH2022/8310,R,A,2,R1.6 406,6065
F51688,'',TH,USD,2022-08-19,TH2022/8311,R,A,1,,6065
F51689,'',TH,USD,2022-08-19,TH2022/8312,R,A,1,,6065
F51690,'',TH,USD,2022-08-19,TH2022/8313,R,A,1,,6065
F51909,'',TH,USD,2022-08-20,TH2022/8314,R,A,3,S1.5UT,6065
F52633,'',KR,USD,2022-08-23,'21112YKT0823',R,A,2,FBR15SZ,816405
F52637,'',KR,USD,2022-08-23,'21113YKT0823',R,A,2,FBR15SZ,816405
F52638,'',KR,USD,2022-08-23,'21114YKT0823',R,A,2,FBR15SZ,816405
F52639,'',KR,USD,2022-08-23,'21115YKT0823',R,A,2,FBR15SZ,816405
F52640,'',KR,USD,2022-08-23,'21116YKT0823',R,A,2,FBR15SZ,816405
F52634,'',KR,USD,2022-08-23,'21117YKT0823',R,A,2,MTC15,816405
F52635,'',KR,USD,2022-08-23,'21118YKT0823',R,A,2,FBR15SZ,816405
F52636,'',KR,USD,2022-08-23,'21119YKT0823',R,A,2,FBR15SZ,816405
F52641,'',KR,USD,2022-08-23,'22088YKT0823',R,A,2,MTC15,816405
F52645,'',KR,USD,2022-08-23,'22089YKT0823',R,A,2,MTC15,816405
F52642,'',KR,USD,2022-08-23,'22090YKT0823',R,A,2,OS030BF,816405
F52646,'',KR,USD,2022-08-23,'22091YKT0823',R,A,2,OS030BF,816405
F52643,'',KR,USD,2022-08-23,'22092YKT0823',R,A,2,MR20HD,816405
F52644,'',KR,USD,2022-08-23,'22093YKT0823',R,A,2,FBR18SZ,816405
F52647,'',KR,USD,2022-08-23,'22094YKT0823',R,A,2,MTC15,816405
F52652,'',KR,USD,2022-08-23,'22095YKT0823',R,A,2,MTC15,816405
F52653,'',KR,USD,2022-08-23,'22096YKT0823',R,A,2,MTC15,816405
F52654,'',KR,USD,2022-08-23,'22097YKT0823',R,A,2,MTC15,816405
F52655,'',KR,USD,2022-08-23,'22098YKT0823',R,A,2,MTC15,816405
F52656,'',KR,USD,2022-08-23,'22099YKT0823',R,A,2,MTC15,816405
F52657,'',KR,USD,2022-08-23,'22100YKT0823',R,A,2,MTC15,816405
F52648,'',KR,USD,2022-08-23,'22101YKT0823',R,A,2,OS030BF,816405
F52658,'',KR,USD,2022-08-23,'22102YKT0823',R,A,2,OS030BF,816405
F52649,'',KR,USD,2022-08-23,'22103YKT0823',R,A,2,FBR15SZ,816405
F52659,'',KR,USD,2022-08-23,'22104YKT0823',R,A,2,FBR15SZ,816405
F52660,'',KR,USD,2022-08-23,'22105YKT0823',R,A,2,FBR15SZ,816405
F52661,'',KR,USD,2022-08-23,'22106YKT0823',R,A,2,FBR15SZ,816405
F52662,'',KR,USD,2022-08-23,'22107YKT0823',R,A,2,FBR15SZ,816405
F52650,'',KR,USD,2022-08-23,'22108YKT0823',R,A,1,ERP20UX,816405
F52663,'',KR,USD,2022-08-23,'22109YKT0823',R,A,1,ERP20UX,816405
F52664,'',KR,USD,2022-08-23,'22110YKT0823',R,A,1,ERP20UX,816405
F52651,'',KR,USD,2022-08-23,'22111YKT0823',R,A,2,FBR15SZ,816405
F52347,'',VN,USD,2022-08-23,'2422ST-MICHYG1',R,A,3,P2.0UTS,16315
F52348,'',VN,USD,2022-08-23,'2422ST-MICHYG2',R,A,3,P2.0UTS,16315
F52349,'',VN,USD,2022-08-23,'2422ST-MICHYG3',R,A,3,P2.0UTS,16315
F52350,'',VN,USD,2022-08-23,'2422ST-MICHYG4',R,A,3,P2.0UTS,16315
F52351,'',VN,USD,2022-08-23,'2422ST-MICHYG5',R,A,3,P2.0UTS,16315
F52352,'',VN,USD,2022-08-23,'2422ST-MICHYG6',R,A,3,P2.0UTS,16315
F52342,'',TH,USD,2022-08-23,ID2022/1523,R,A,5,,1255
F52355,'',TH,USD,2022-08-23,TH2022/8315,R,A,1,J2.5GX,6065
F52356,'',TH,USD,2022-08-23,TH2022/8316,R,A,1,J2.5GX,6065
F52720,'',IN,USD,2022-08-24,'1200003837',R,A,1,ERP25UX,
F52722,'',IN,USD,2022-08-24,'1200003837/B',R,A,1,ERP25UX,
F52723,'',IN,USD,2022-08-24,'1200003837/C',R,A,1,ERP25UX,
F52724,'',IN,USD,2022-08-24,'1200003837/D',R,A,1,ERP25UX,
F52725,'',IN,USD,2022-08-24,'1200003837/E',R,A,1,ERP25UX,
F52726,'',IN,USD,2022-08-24,'1200003837/F',R,A,1,ERP25UX,
F52727,'',IN,USD,2022-08-24,'1200003837/G',R,A,1,ERP25UX,
F52728,'',IN,USD,2022-08-24,'1200003837/H',R,A,1,ERP25UX,
F52721,'',IN,USD,2022-08-24,'1200003837/I',R,A,1,ERP25UX,
F52729,'',IN,USD,2022-08-24,'1200003837/J',R,A,1,ERP25UX,
F52745,'',IN,USD,2022-08-24,'1200003838',R,A,5,GP30UX,
F52747,'',IN,USD,2022-08-24,'1200003838/B',R,A,5,GP30UX,
F52748,'',IN,USD,2022-08-24,'1200003838/C',R,A,5,GP30UX,
F52749,'',IN,USD,2022-08-24,'1200003838/D',R,A,5,GP30UX,
F52750,'',IN,USD,2022-08-24,'1200003838/E',R,A,5,GP30UX,
F52746,'',IN,USD,2022-08-24,'1200003838/F',R,A,5,GP30UX,
F52751,'',IN,USD,2022-08-24,'1200003838/G',R,A,5,GP30UX,
F52752,'',IN,USD,2022-08-24,'1200003838/H',R,A,5,GP30UX,
F52753,'',IN,USD,2022-08-24,'1200003838/I',R,A,5,GP30UX,
F52754,'',IN,USD,2022-08-24,'1200003838/J',R,A,5,GP30UX,
F52980,'',VN,USD,2022-08-25,'2222ST-2322ST',R,A,2,N35ZDR3,16315
F52982,'',VN,USD,2022-08-25,'2222ST-MICHYG2',R,A,2,N35ZDR3,16315
F52983,'',VN,USD,2022-08-25,'2222ST-MICHYG3',R,A,2,N35ZDR3,16315
F52984,'',VN,USD,2022-08-25,'2222ST-MICHYG4',R,A,2,N35ZDR3,16315
F52985,'',VN,USD,2022-08-25,'2222ST-MICHYG5',R,A,2,N35ZDR3,16315
F52986,'',VN,USD,2022-08-25,'2222ST-MICHYG6',R,A,2,N35ZDR3,16315
F52987,'',VN,USD,2022-08-25,'2222ST-MICHYG7',R,A,2,N35ZDR3,16315
F52988,'',VN,USD,2022-08-25,'2222ST-MICHYG8',R,A,2,N35ZDR3,16315
F52981,'',VN,USD,2022-08-25,'2322ST-MICHYG1',R,A,2,N35ZDR3,16315
F52989,'',VN,USD,2022-08-25,'2322ST-MICHYG2',R,A,2,N35ZDR3,16315
F53278,'',TW,USD,2022-08-25,HY-22H015,R,A,5,H48XD-CH,81265
F52978,'',TH,USD,2022-08-25,ID2022/1524,R,A,3,S1.5UTS,1255
F53000,'',TW,USD,2022-08-25,YA-22Y147,R,A,1,ERP35VL,810265
F54067,'',VN,USD,2022-08-29,Y-U-03222,R,A,2,MR25,17005
F54525,'',PH,USD,2022-08-30,TRK-2091-22A,R,A,3,,808065
F54526,'',PH,USD,2022-08-30,TRK-2091-22B,R,A,3,,808065
F54527,'',PH,USD,2022-08-30,TRK-2091-22C,R,A,3,,808065
F54528,'',PH,USD,2022-08-30,TRK-2091-22D,R,A,3,,808065
F54529,'',PH,USD,2022-08-30,TRK-2091-22E,R,A,3,,808065
F54523,'',PH,USD,2022-08-30,TRK-2092-22A,R,A,3,,808065
F54524,'',PH,USD,2022-08-30,TRK-2092-22B,R,A,3,,808065
F54825,'',IN,USD,2022-08-31,'1200003847',R,A,5,GP30UX,
F54827,'',IN,USD,2022-08-31,'1200003847/B',R,A,5,GP30UX,
F54829,'',IN,USD,2022-08-31,'1200003847/C',R,A,5,GP30UX,
F54831,'',IN,USD,2022-08-31,'1200003847/D',R,A,5,GP30UX,
F54834,'',IN,USD,2022-08-31,'1200003847/E',R,A,5,GP30UX,
F54836,'',IN,USD,2022-08-31,'1200003847/F',R,A,5,GP30UX,
F54838,'',IN,USD,2022-08-31,'1200003847/G',R,A,5,GP30UX,
F54840,'',IN,USD,2022-08-31,'1200003847/H',R,A,5,GP30UX,
F54842,'',IN,USD,2022-08-31,'1200003847/I',R,A,5,GP30UX,
F54844,'',IN,USD,2022-08-31,'1200003847/J',R,A,5,GP30UX,
F54552,'',PH,USD,2022-08-31,'2022Hysphil#23,24&25',R,A,5,H5.0UT,12805
F54553,'',PH,USD,2022-08-31,'2022Hysphil#23,24&25',R,A,3,P2.0UTS,12805
F54554,'',PH,USD,2022-08-31,'24',R,A,3,P2.0UTS,12805
F47679,'',AU,AUD,2022-08-01,'909540/001',R,P,5,H16XD6,87575
F47682,'',AU,AUD,2022-08-02,'49032',R,P,5,GP35UX,801465
F47683,'',AU,AUD,2022-08-02,'49033',R,P,5,,801465
F47684,'',AU,AUD,2022-08-02,'49034',R,P,5,GP35UX,801465
F47685,'',AU,AUD,2022-08-02,'49035',R,P,1,ERP20UXT,801465
F47686,'',AU,AUD,2022-08-02,'49036',R,P,3,MP20KUX,801465
F48015,'',AU,AUD,2022-08-02,'907341/001',R,P,5,H10XDS6,87575
F48309,'',AU,AUD,2022-08-03,'909489/001',R,P,5,H7.0UT6,87585
F48310,'',AU,AUD,2022-08-03,'909489/002',R,P,5,H7.0UT6,87585
F48311,'',AU,AUD,2022-08-03,'909489/003',R,P,5,H7.0UT6,87585
F48952,'',AU,AUD,2022-08-05,'904629/001',R,P,1,,87575
F48953,'',AU,AUD,2022-08-05,'904629/002',R,P,1,,87575
F48954,'',AU,AUD,2022-08-05,'910675/001',R,P,1,ERP30UX,87505
F49431,'',AU,AUD,2022-08-07,'908709/001',R,P,5,H16XD12,87575
F49432,'',AU,AUD,2022-08-07,PRE/PROD ORDER 1,R,P,5,GP2.5N,
F49441,'',AU,AUD,2022-08-07,PRE/PROD ORDER 10,R,P,5,GP2.5N,
F49442,'',AU,AUD,2022-08-07,PRE/PROD ORDER 11,R,P,5,GP2.5N,
F49443,'',AU,AUD,2022-08-07,PRE/PROD ORDER 12,R,P,5,GP2.5N,
F49444,'',AU,AUD,2022-08-07,PRE/PROD ORDER 13,R,P,5,GP2.5N,
F49445,'',AU,AUD,2022-08-07,PRE/PROD ORDER 14,R,P,5,GP2.5N,
F49446,'',AU,AUD,2022-08-07,PRE/PROD ORDER 15,R,P,5,GP2.5N,
F49447,'',AU,AUD,2022-08-07,PRE/PROD ORDER 16,R,P,5,GP2.5N,
F49448,'',AU,AUD,2022-08-07,PRE/PROD ORDER 17,R,P,5,GP2.5N,
F49449,'',AU,AUD,2022-08-07,PRE/PROD ORDER 18,R,P,5,GP2.5N,
F49450,'',AU,AUD,2022-08-07,PRE/PROD ORDER 19,R,P,5,GP2.5N,
F49433,'',AU,AUD,2022-08-07,PRE/PROD ORDER 2,R,P,5,GP2.5N,
F49451,'',AU,AUD,2022-08-07,PRE/PROD ORDER 20,R,P,5,GP2.5N,
F49434,'',AU,AUD,2022-08-07,PRE/PROD ORDER 3,R,P,5,GP2.5N,
F49435,'',AU,AUD,2022-08-07,PRE/PROD ORDER 4,R,P,5,GP2.5N,
F49436,'',AU,AUD,2022-08-07,PRE/PROD ORDER 5,R,P,5,GP2.5N,
F49437,'',AU,AUD,2022-08-07,PRE/PROD ORDER 6,R,P,5,GP2.5N,
F49438,'',AU,AUD,2022-08-07,PRE/PROD ORDER 7,R,P,5,GP2.5N,
F49439,'',AU,AUD,2022-08-07,PRE/PROD ORDER 8,R,P,5,GP2.5N,
F49440,'',AU,AUD,2022-08-07,PRE/PROD ORDER 9,R,P,5,GP2.5N,
F49452,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 1,R,P,5,H2.5A,
F49461,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 10,R,P,5,H2.5A,
F49462,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 11,R,P,5,H2.5A,
F49463,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 12,R,P,5,H2.5A,
F49464,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 13,R,P,5,H2.5A,
F49465,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 14,R,P,5,H2.5A,
F49466,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 15,R,P,5,H2.5A,
F49467,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 16,R,P,5,H2.5A,
F49468,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 17,R,P,5,H2.5A,
F49469,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 18,R,P,5,H2.5A,
F49470,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 19,R,P,5,H2.5A,
F49453,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 2,R,P,5,H2.5A,
F49471,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 20,R,P,5,H2.5A,
F49454,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 3,R,P,5,H2.5A,
F49455,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 4,R,P,5,H2.5A,
F49456,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 5,R,P,5,H2.5A,
F49457,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 6,R,P,5,H2.5A,
F49458,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 7,R,P,5,H2.5A,
F49459,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 8,R,P,5,H2.5A,
F49460,'',AU,AUD,2022-08-07,PRE/PROD ORDERS 9,R,P,5,H2.5A,
F49472,'',AU,AUD,2022-08-07,PREPROD ORDER 1,R,P,5,H2.5A,
F49481,'',AU,AUD,2022-08-07,PREPROD ORDER 10,R,P,5,H2.5A,
F49482,'',AU,AUD,2022-08-07,PREPROD ORDER 11,R,P,5,H2.5A,
F49483,'',AU,AUD,2022-08-07,PREPROD ORDER 12,R,P,5,H2.5A,
F49484,'',AU,AUD,2022-08-07,PREPROD ORDER 13,R,P,5,H2.5A,
F49485,'',AU,AUD,2022-08-07,PREPROD ORDER 14,R,P,5,H2.5A,
F49486,'',AU,AUD,2022-08-07,PREPROD ORDER 15,R,P,5,H2.5A,
F49487,'',AU,AUD,2022-08-07,PREPROD ORDER 16,R,P,5,H2.5A,
F49488,'',AU,AUD,2022-08-07,PREPROD ORDER 17,R,P,5,H2.5A,
F49489,'',AU,AUD,2022-08-07,PREPROD ORDER 18,R,P,5,H2.5A,
F49490,'',AU,AUD,2022-08-07,PREPROD ORDER 19,R,P,5,H2.5A,
F49473,'',AU,AUD,2022-08-07,PREPROD ORDER 2,R,P,5,H2.5A,
F49491,'',AU,AUD,2022-08-07,PREPROD ORDER 20,R,P,5,H2.5A,
F49492,'',AU,AUD,2022-08-07,PREPROD ORDER 21,R,P,5,H2.5A,
F49493,'',AU,AUD,2022-08-07,PREPROD ORDER 22,R,P,5,H2.5A,
F49494,'',AU,AUD,2022-08-07,PREPROD ORDER 23,R,P,5,H2.5A,
F49495,'',AU,AUD,2022-08-07,PREPROD ORDER 24,R,P,5,H2.5A,
F49496,'',AU,AUD,2022-08-07,PREPROD ORDER 25,R,P,5,H2.5A,
F49497,'',AU,AUD,2022-08-07,PREPROD ORDER 26,R,P,5,H2.5A,
F49498,'',AU,AUD,2022-08-07,PREPROD ORDER 27,R,P,5,H2.5A,
F49499,'',AU,AUD,2022-08-07,PREPROD ORDER 28,R,P,5,H2.5A,
F49500,'',AU,AUD,2022-08-07,PREPROD ORDER 29,R,P,5,H2.5A,
F49474,'',AU,AUD,2022-08-07,PREPROD ORDER 3,R,P,5,H2.5A,
F49501,'',AU,AUD,2022-08-07,PREPROD ORDER 30,R,P,5,H2.5A,
F49475,'',AU,AUD,2022-08-07,PREPROD ORDER 4,R,P,5,H2.5A,
F49476,'',AU,AUD,2022-08-07,PREPROD ORDER 5,R,P,5,H2.5A,
F49477,'',AU,AUD,2022-08-07,PREPROD ORDER 6,R,P,5,H2.5A,
F49478,'',AU,AUD,2022-08-07,PREPROD ORDER 7,R,P,5,H2.5A,
F49479,'',AU,AUD,2022-08-07,PREPROD ORDER 8,R,P,5,H2.5A,
F49480,'',AU,AUD,2022-08-07,PREPROD ORDER 9,R,P,5,H2.5A,
F49502,'',AU,AUD,2022-08-07,PREPROD ORDERS 1,R,P,5,H2.5A,
F49511,'',AU,AUD,2022-08-07,PREPROD ORDERS 10,R,P,5,H2.5A,
F49512,'',AU,AUD,2022-08-07,PREPROD ORDERS 11,R,P,5,H2.5A,
F49513,'',AU,AUD,2022-08-07,PREPROD ORDERS 12,R,P,5,H2.5A,
F49514,'',AU,AUD,2022-08-07,PREPROD ORDERS 13,R,P,5,H2.5A,
F49515,'',AU,AUD,2022-08-07,PREPROD ORDERS 14,R,P,5,H2.5A,
F49516,'',AU,AUD,2022-08-07,PREPROD ORDERS 15,R,P,5,H2.5A,
F49517,'',AU,AUD,2022-08-07,PREPROD ORDERS 16,R,P,5,H2.5A,
F49518,'',AU,AUD,2022-08-07,PREPROD ORDERS 17,R,P,5,H2.5A,
F49519,'',AU,AUD,2022-08-07,PREPROD ORDERS 18,R,P,5,H2.5A,
F49520,'',AU,AUD,2022-08-07,PREPROD ORDERS 19,R,P,5,H2.5A,
F49503,'',AU,AUD,2022-08-07,PREPROD ORDERS 2,R,P,5,H2.5A,
F49521,'',AU,AUD,2022-08-07,PREPROD ORDERS 20,R,P,5,H2.5A,
F49522,'',AU,AUD,2022-08-07,PREPROD ORDERS 21,R,P,5,H2.5A,
F49523,'',AU,AUD,2022-08-07,PREPROD ORDERS 22,R,P,5,H2.5A,
F49524,'',AU,AUD,2022-08-07,PREPROD ORDERS 23,R,P,5,H2.5A,
F49525,'',AU,AUD,2022-08-07,PREPROD ORDERS 24,R,P,5,H2.5A,
F49526,'',AU,AUD,2022-08-07,PREPROD ORDERS 25,R,P,5,H2.5A,
F49527,'',AU,AUD,2022-08-07,PREPROD ORDERS 26,R,P,5,H2.5A,
F49528,'',AU,AUD,2022-08-07,PREPROD ORDERS 27,R,P,5,H2.5A,
F49529,'',AU,AUD,2022-08-07,PREPROD ORDERS 28,R,P,5,H2.5A,
F49530,'',AU,AUD,2022-08-07,PREPROD ORDERS 29,R,P,5,H2.5A,
F49504,'',AU,AUD,2022-08-07,PREPROD ORDERS 3,R,P,5,H2.5A,
F49531,'',AU,AUD,2022-08-07,PREPROD ORDERS 30,R,P,5,H2.5A,
F49505,'',AU,AUD,2022-08-07,PREPROD ORDERS 4,R,P,5,H2.5A,
F49506,'',AU,AUD,2022-08-07,PREPROD ORDERS 5,R,P,5,H2.5A,
F49507,'',AU,AUD,2022-08-07,PREPROD ORDERS 6,R,P,5,H2.5A,
F49508,'',AU,AUD,2022-08-07,PREPROD ORDERS 7,R,P,5,H2.5A,
F49509,'',AU,AUD,2022-08-07,PREPROD ORDERS 8,R,P,5,H2.5A,
F49510,'',AU,AUD,2022-08-07,PREPROD ORDERS 9,R,P,5,H2.5A,
F49725,'',AU,AUD,2022-08-08,'911285/001',R,P,5,H5.0FT,87605
F49533,'',AU,AUD,2022-08-08,'911656/001',R,P,5,H2.5UT,87575
F49863,'',NC,USD,2022-08-09,OA4012907,R,P,5,H5.5FT,83065
F49864,'',NC,USD,2022-08-09,OA4012908,R,P,5,H5.5FT,83065
F49865,'',NC,USD,2022-08-09,OA4012909,R,P,5,H5.5FT,83065
F50058,'',AU,AUD,2022-08-10,'900327/001',R,P,5,RS46-41XD/75S,87565
F50059,'',AU,AUD,2022-08-10,'900327/002',R,P,5,RS46-41XD/75S,87565
F50060,'',AU,AUD,2022-08-10,'900327/003',R,P,5,RS46-41XD/75S,87565
F50061,'',AU,AUD,2022-08-10,'900327/004',R,P,5,RS46-41XD/75S,87565
F51507,'',AU,AUD,2022-08-17,'904645/001',R,P,5,,87585
F51900,'',NZ,USD,2022-08-19,C1395,R,P,3,MSL15WUX,862065
F51901,'',NZ,USD,2022-08-19,C1396,R,P,3,MSL15WUX,862065
F51902,'',NZ,USD,2022-08-19,C1397,R,P,3,MSL15WUX,862065
F51903,'',NZ,USD,2022-08-19,C1398,R,P,3,MSL15WUX,862065
F51904,'',NZ,USD,2022-08-19,C1399,R,P,3,MSL15WUX,862065
F51905,'',NZ,USD,2022-08-19,C1400,R,P,3,MSL15WUX,862065
F51906,'',NZ,USD,2022-08-19,C1401,R,P,3,MSL15WUX,862065
F51907,'',NZ,USD,2022-08-19,C1402,R,P,3,MSL15WUX,862065
F51908,'',NZ,USD,2022-08-19,C1403,R,P,3,MSL15WUX,862065
F51894,'',NZ,USD,2022-08-19,N3019,R,P,5,,862065
F51895,'',NZ,USD,2022-08-19,N3020,R,P,5,,862065
F51896,'',NZ,USD,2022-08-19,N3021,R,P,5,,862065
F51897,'',NZ,USD,2022-08-19,N3022,R,P,5,,862065
F51898,'',NZ,USD,2022-08-19,N3023,R,P,5,,862065
F51899,'',NZ,USD,2022-08-19,N3024,R,P,5,,862065
F51923,'',AU,AUD,2022-08-21,'913325/001',R,P,5,H175FT,87565
F51929,'',AU,AUD,2022-08-21,'913325/002',R,P,5,H175FT,87565
F51930,'',AU,AUD,2022-08-21,'913325/003',R,P,5,H175FT,87565
F51931,'',AU,AUD,2022-08-21,'913325/004',R,P,5,H175FT,87565
F51922,'',AU,AUD,2022-08-21,'913325/005',R,P,5,H7XD-EC4,87565
F51921,'',AU,AUD,2022-08-21,'913325/006',R,P,5,H2.5UT,87565
F51925,'',AU,AUD,2022-08-21,'913325/007',R,P,5,H2.5UT,87565
F51926,'',AU,AUD,2022-08-21,'913325/008',R,P,5,H2.5UT,87565
F51927,'',AU,AUD,2022-08-21,'913325/009',R,P,5,H7XD-EC4,87565
F51928,'',AU,AUD,2022-08-21,'913325/010',R,P,5,H7XD-EC4,87565
F51924,'',AU,AUD,2022-08-21,'913325/011',R,P,5,H175FT,87565
F51932,'',AU,AUD,2022-08-21,'913325/012',R,P,5,H175FT,87565
F51933,'',AU,AUD,2022-08-21,'913325/013',R,P,5,H175FT,87565
F51919,'',NZ,USD,2022-08-21,C1404,R,P,5,GP50UX,862065
F51920,'',NZ,USD,2022-08-21,C1405,R,P,5,GP50UX,862065
F52169,'',AU,AUD,2022-08-22,'913647/001',R,P,5,,87605
F52170,'',NZ,USD,2022-08-22,C1406,R,P,3,MPC15,862065
F52171,'',NZ,USD,2022-08-22,C1407,R,P,3,MPC15,862065
F52172,'',NZ,USD,2022-08-22,C1408,R,P,3,MPC15,862065
F52173,'',NZ,USD,2022-08-22,C1409,R,P,3,MPC15,862065
F52174,'',NZ,USD,2022-08-22,C1410,R,P,3,MPC15,862065
F52175,'',NZ,USD,2022-08-22,C1411,R,P,3,MPC15,862065
F52176,'',NZ,USD,2022-08-22,C1412,R,P,3,MPC15,862065
F52177,'',NZ,USD,2022-08-22,C1413,R,P,3,MPC15,862065
F52178,'',NZ,USD,2022-08-22,C1414,R,P,3,MPC15,862065
F52179,'',NZ,USD,2022-08-22,C1415,R,P,3,MPC15,862065
F52180,'',NZ,USD,2022-08-22,c1416,R,P,3,MPC15,862065
F52181,'',NZ,USD,2022-08-22,C1417,R,P,3,MPC15,862065
F52182,'',NZ,USD,2022-08-22,C1418,R,P,3,MPC15,862065
F52183,'',NZ,USD,2022-08-22,C1419,R,P,3,MPC15,862065
F52184,'',NZ,USD,2022-08-22,C1420,R,P,3,MPC15,862065
F52185,'',NZ,USD,2022-08-22,C1421,R,P,3,MPC15,862065
F52186,'',NZ,USD,2022-08-22,C1422,R,P,3,MPC15,862065
F52187,'',NZ,USD,2022-08-22,C1423,R,P,3,MPC15,862065
F52188,'',NZ,USD,2022-08-22,C1424,R,P,3,MPC15,862065
F52189,'',NZ,USD,2022-08-22,C1425,R,P,3,MPC15,862065
F52190,'',NZ,USD,2022-08-22,C1426,R,P,3,MPC15,862065
F52191,'',NZ,USD,2022-08-22,C1427,R,P,3,MPC15,862065
F52192,'',NZ,USD,2022-08-22,C1428,R,P,3,MPC15,862065
F52193,'',NZ,USD,2022-08-22,C1429,R,P,3,MPC15,862065
F52194,'',NZ,USD,2022-08-22,C1430,R,P,3,MPC15,862065
F52195,'',NZ,USD,2022-08-22,C1431,R,P,3,MPC15,862065
F52196,'',NZ,USD,2022-08-22,C1432,R,P,3,MPC15,862065
F52197,'',NZ,USD,2022-08-22,C1433,R,P,3,MPC15,862065
F52198,'',NZ,USD,2022-08-22,C1434,R,P,3,MPC15,862065
F52199,'',NZ,USD,2022-08-22,C1435,R,P,3,MPC15,862065
F52200,'',NZ,USD,2022-08-22,c1436,R,P,3,MPC15,862065
F52201,'',NZ,USD,2022-08-22,C1437,R,P,3,MPC15,862065
F52202,'',NZ,USD,2022-08-22,C1438,R,P,3,MPC15,862065
F52203,'',NZ,USD,2022-08-22,C1439,R,P,3,MPC15,862065
F52204,'',NZ,USD,2022-08-22,C1440,R,P,3,MPC15,862065
F52205,'',NZ,USD,2022-08-22,C1441,R,P,3,MPC15,862065
F52206,'',NZ,USD,2022-08-22,C1442,R,P,3,MPC15,862065
F52207,'',NZ,USD,2022-08-22,C1443,R,P,3,MPC15,862065
F52208,'',NZ,USD,2022-08-22,C1444,R,P,3,MPC15,862065
F52209,'',NZ,USD,2022-08-22,C1445,R,P,3,MPC15,862065
F52210,'',NZ,USD,2022-08-22,C1446,R,P,3,MPC15,862065
F52211,'',NZ,USD,2022-08-22,C1447,R,P,3,MPC15,862065
F52212,'',NZ,USD,2022-08-22,C1448,R,P,3,MPC15,862065
F52213,'',NZ,USD,2022-08-22,C1449,R,P,3,MPC15,862065
F52214,'',NZ,USD,2022-08-22,C1450,R,P,3,MPC15,862065
F52215,'',NZ,USD,2022-08-22,C1451,R,P,3,MPC15,862065
F52216,'',NZ,USD,2022-08-22,C1452,R,P,3,MPC15,862065
F52217,'',NZ,USD,2022-08-22,C1453,R,P,3,MPC15,862065
F52218,'',NZ,USD,2022-08-22,C1454,R,P,3,MPC15,862065
F52219,'',NZ,USD,2022-08-22,C1455,R,P,3,MPC15,862065
F52220,'',NZ,USD,2022-08-22,C1456,R,P,3,MPC15,862065
F52221,'',NZ,USD,2022-08-22,C1457,R,P,3,MPC15,862065
F52222,'',NZ,USD,2022-08-22,C1458,R,P,3,MPC15,862065
F52223,'',NZ,USD,2022-08-22,C1459,R,P,3,MPC15,862065
F52224,'',NZ,USD,2022-08-22,C1460,R,P,3,MPC15,862065
F52225,'',NZ,USD,2022-08-22,C1461,R,P,3,MPC15,862065
F52226,'',NZ,USD,2022-08-22,C1462,R,P,3,MPC15,862065
